--------- beginning of system
06-28 18:31:49.289  1114  1817 I ActivityManager: Process com.baidu.input_huawei (pid 3321) has died: fore SVC 
06-28 18:31:49.290  1114  1817 D ActivityManager: cleanUpApplicationRecord app: ProcessRecord{a94c995 3321:com.baidu.input_huawei/u0a59}, app.bad: false, restarting: false, allowRestart: true
06-28 18:31:49.291  1869  1885 I BoosterSwitchP: notifyUidState do nothing
06-28 18:31:49.291  1869  1885 I DeepNoDisturbP: notifyUidState
06-28 18:31:49.291  1869  1885 I HidataAppQoeP: notifyUidState
06-28 18:31:49.291  1869  1885 I BrowserChrP: notifyUidState
06-28 18:31:49.454  1114  1273 W HwPackageManagerServiceEx: isEnterpriseDisallowUninstallApk disallowUninstallPkgList : null
06-28 18:31:49.454  1114  1273 D PackageManager: mFrozenPackages add package:com.mixgo.PropertySEO
06-28 18:31:49.454  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=-1: deletePackageX
06-28 18:31:49.456  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=-1: uninstall pkg
06-28 18:31:49.464  1114  1273 I PackageManager: Removing old permission tree: com.mixgo.PropertySEO.permission.JPUSH_MESSAGE from package com.mixgo.PropertySEO
06-28 18:31:49.507  1114  1273 D PackageManager: clear pref activity com.mixgo.PropertySEO from uid 1000
06-28 18:31:49.688  1114  1273 D PackageManager: mFrozenPackages remove package:com.mixgo.PropertySEO
06-28 18:31:49.794  1114  1581 I HwAudioServiceEx: check HiRes Icon false
06-28 18:31:49.906  1114  1217 I PackageManager: writePermissionsSync -> user:0, put true:, Build.FINGERPRINT:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys, fingerprint:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys
06-28 18:31:49.963  1114  1273 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=0: pkg removed
06-28 18:31:50.040  1920  2896 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.ensureIndexSearchServiceBound:342 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.buildIndex:287 com.huawei.nb.searchmanager.tasker.IndexTasker.doIndexTaskerAction:94 
06-28 18:31:50.073 31111  3794 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.client.RemoteServiceConnection.open:90 com.huawei.nb.client.DataServiceProxy.connect:129 com.huawei.nb.searchmanager.searchengine.service.RemoteIndexSearchService.getDataServiceProxy:121 
06-28 18:31:50.105  1869  1869 I HwKeystoreServiceImpl: ACTION_PACKAGE_REMOVED userId:0 appId:10400 packageName:com.mixgo.PropertySEO removeAll:true
06-28 18:31:50.111  1869  1869 I HwKeystoreServiceImpl: UserInfo uid:0
06-28 18:31:50.152  1114  1558 I NetworkStats: ACTION_UID_REMOVED onReceive
06-28 18:31:50.153  1114  1558 I NetworkStats: performPollLocked, pid = 1114
06-28 18:31:50.167  1114  1471 I HwNetworkPolicy: onTransact, code = 202
06-28 18:31:50.167  2017  2017 I HwNetworkPolicyManager: removeHwUidPolicy uid = 10400 policy = -1 opPackageName = com.huawei.systemmanager
06-28 18:31:50.174  1869  1869 I PreDnsQuery: onReceive: intent = android.intent.action.PACKAGE_REMOVED
06-28 18:31:50.174  2017  2547 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1796 android.content.ContextWrapper.startService:664 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.checkRarelyUsedApp:100 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.doInBackground:46 java.lang.reflect.Method.invoke:-2 
06-28 18:31:50.177  1114  1471 D SecurityProfileService: removeLabel:com.mixgo.PropertySEO
06-28 18:31:50.184  1114  1558 W NetworkStatsFactory: mStatsXtProcUid: /proc/net/comm/stats does not exist!
06-28 18:31:50.185  1114  1558 D HwNetworkStatsService: hwRecordUidAndProcSnapshotLocked currentTime = 1561717910151
06-28 18:31:50.186  1114  1471 D SecurityProfileDB: writing: {
06-28 18:33:13.663  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.678  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.695  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.712  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.729  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.745  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.761  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.778  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.799  4647  4648 D vndksupport: Loading /vendor/lib64/hw/android.hardware.graphics.mapper@2.0-impl.so from current namespace instead of sphal namespace.
06-28 18:33:13.800  4647  4648 D vndksupport: Loading /vendor/lib64/hw/gralloc.kirin970.so from current namespace instead of sphal namespace.
06-28 18:33:13.805   613  2641 I GRALLOC : getCallingPid=4647, shrFd=31,fmt=0x1,intFmt=0x1,btStrd=4352,size=9768960,pid=613 
06-28 18:33:13.805   613  2641 I GRALLOC : 	 yuv=2,w=1080,h=2244,Stride u=0 v=0,offset u=0 v=0 
06-28 18:33:13.805   613  2641 I GRALLOC : 	 iova_size=9768960,conUsg=0x206,proUsg=0x206,	 strd=1088,[afbc]HdrStrd=0 PyldStrd=0 Scrmbl=0,ionhnd = 1 
06-28 18:33:13.819  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.822   613  2641 I GRALLOC : getCallingPid=4647, shrFd=31,fmt=0x1,intFmt=0x1,btStrd=4352,size=9768960,pid=613 
06-28 18:33:13.822   613  2641 I GRALLOC : 	 yuv=2,w=1080,h=2244,Stride u=0 v=0,offset u=0 v=0 
06-28 18:33:13.822   613  2641 I GRALLOC : 	 iova_size=9768960,conUsg=0x206,proUsg=0x206,	 strd=1088,[afbc]HdrStrd=0 PyldStrd=0 Scrmbl=0,ionhnd = 1 
06-28 18:33:13.830  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.834   613  2641 I GRALLOC : getCallingPid=4647, shrFd=31,fmt=0x1,intFmt=0x1,btStrd=4352,size=9768960,pid=613 
06-28 18:33:13.834   613  2641 I GRALLOC : 	 yuv=2,w=1080,h=2244,Stride u=0 v=0,offset u=0 v=0 
06-28 18:33:13.834   613  2641 I GRALLOC : 	 iova_size=9768960,conUsg=0x206,proUsg=0x206,	 strd=1088,[afbc]HdrStrd=0 PyldStrd=0 Scrmbl=0,ionhnd = 1 
06-28 18:33:13.842  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.844  1114  1533 I chatty  : uid=1000(system) sManagerService expire 1 line
06-28 18:33:13.854  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.871  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.897  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.907  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.923  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.938  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.944  3693  4336 D UIAutomatorStub: URI: /jsonrpc/0, Method: POST, params, {NanoHttpd.QUERY_STRING=null}, files: {postData={"jsonrpc": "2.0", "id": "4d56704693dfd2fc10f18079f7494a3d", "method": "waitForExists", "params": [{"mask": 1, "childOrSibling": [], "childOrSiblingSelector": [], "text": "starBuy"}, 20000]}}
06-28 18:33:13.949  3693  4336 W QueryController: Could not detect idle state.
06-28 18:33:13.952  3693  4336 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:53
06-28 18:33:13.953  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.959  3693  4336 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:54
06-28 18:33:13.970  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.987  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:13.993   789   909 D SensorHub: Get acc data 0.157357, -0.011483, 10.033831
06-28 18:33:14.004  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.019  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.037  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.053  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.069  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.085  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.103  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.118  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.135  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.151  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.168  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.184  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.201  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.219  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.236  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.252  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.268  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.285  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.301  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.317  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.334  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.351  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.367  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.385  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.402  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.416  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.434  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.450  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.466  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.482  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.502  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.516  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.532  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.549  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.566  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.582  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.600  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.615  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.631  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.648  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.666  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.683  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.698  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.714  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.731  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.748  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.764  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.781  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.797  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.815  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.830  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.847  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.863  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.882  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.898  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.914  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.929  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.949  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.963  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.965  3693  4336 W QueryController: Could not detect idle state.
06-28 18:33:14.967  3693  4336 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:55
06-28 18:33:14.971  3693  4336 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:56
06-28 18:33:14.979  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:14.995  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.012  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.019  1114  1530 I chatty  : uid=1000(system) AlarmManager expire 2 lines
06-28 18:33:15.028  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.034  1114 10297 V BroadcastQueue: Finished with ordered broadcast BroadcastRecord{c751185 u0 com.google.android.gms.gcm.ACTION_CHECK_QUEUE}
06-28 18:33:15.035  1114  6153 I chatty  : uid=1000(system) Binder:1114_13 expire 2 lines
06-28 18:33:15.045  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.061  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.073  3093  4349 D WorkSource: Insert in WorkSource{} @ 0 uid 10021 name com.google.android.gms
06-28 18:33:15.074  3093  4349 D WorkSource: Insert in WorkSource{} @ 0 uid 10021 name com.google.android.gms
06-28 18:33:15.078  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.096  3093  4349 D WorkSource: Insert in WorkSource{} @ 0 uid 10021 name com.google.android.gms
06-28 18:33:15.097  1114  6153 W HwAlarmManagerService: isContainsAppUidInWorksource-->happend NameNotFoundException
06-28 18:33:15.097  1114  6153 W HwAlarmManagerService: isContainsAppUidInWorksource-->happend NameNotFoundException
06-28 18:33:15.099  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.111  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.129  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.145  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.145  3093  4653 I NetRec  : [5636] ahtr.a: Refreshing scores for 52 networks.
06-28 18:33:15.161  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.178  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.194  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.210  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.226  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.243  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.261  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.276  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.293  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.310  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.326  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.327  1114  1611 I chatty  : uid=1000(system) WiFiArpStateMac expire 8 lines
06-28 18:33:15.342  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.358  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.374  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.393  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.408  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.427  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.441  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.458  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.475  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.490  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.507  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.523  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.541  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.555  1900  2108 D HwWifiStatStore: handleMessage : 200
06-28 18:33:15.563  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.573  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.591  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.606  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.626  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.639  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.656  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.672  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.690  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.706  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.722  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.738  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.755  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.774  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.788  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.805  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.823  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.838  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.854  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.871  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.887  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.905  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.920  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.939  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.953  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.971  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.985  3693  4336 W QueryController: Could not detect idle state.
06-28 18:33:15.987  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:15.990  3693  4336 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:57
06-28 18:33:15.994  3693  4336 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:58
06-28 18:33:16.004  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.021  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.037  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.055  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.069  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.086  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.102  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.119  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.136   646   646 E WifiHAL : enter wifi_get_link_stats
06-28 18:33:16.140  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.157  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.168  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.184  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.203  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.218  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.238  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.242  4482  4482 D AwareBitmapCacher: handleInit switch not opened pid=4482
06-28 18:33:16.251  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.259   626  6841 I chatty  : uid=1041(audioserver) HwBinder:626_5 expire 34 lines
06-28 18:33:16.267  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.284  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.318  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.334  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.350  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.366  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.382  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.400  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.418  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.433  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.451  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.465  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.482  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.498  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.515  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.535  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.550  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.566  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.582  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.598  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.608  1114  5061 I chatty  : uid=1000(system) mss_handler_thr expire 9 lines
06-28 18:33:16.617  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.631  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.647  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.664  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.680  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.698  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.716  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.730  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.747  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.765  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.782  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.796  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.812  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.814  1952 26416 I chatty  : uid=1000(system) traffic stats expire 6 lines
06-28 18:33:16.829  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.846  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.862  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.879  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.897  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.914  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.929  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.945  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.963  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.979  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:16.994  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.006  3693  4336 W QueryController: Could not detect idle state.
06-28 18:33:17.012  3693  4336 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:59
06-28 18:33:17.013  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.017  3693  4336 W AccessibilityInteractionClient: old interaction Id is: -1,current interaction Id is:60
06-28 18:33:17.027  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.044  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.060  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.068  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:33:17.069  1724  1724 I chatty  : uid=10030(com.huawei.desktop.systemui) com.android.systemui identical 6 lines
06-28 18:33:17.070  1724  1724 D StatusBarIconController: setIconVisibility icon is null or visibility not change visibility=false
06-28 18:33:17.078  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.093  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.110  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.126  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.131  1114  1790 W Watchdog: hungtask: writing kick
06-28 18:33:17.134  1114  1240 I chatty  : uid=1000(system) android.fg expire 1 line
06-28 18:33:17.143  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.159  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.176  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.194  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.209  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.226  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.243  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.259  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.263  1114  1217 I chatty  : uid=1000(system) android.bg expire 2 lines
06-28 18:33:17.275  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.293  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.308  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.326  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.346  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.357  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.374  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.390  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.391  3093  4653 W NetRec  : [5636] ahtr.a: Timeout after 2240 ms while waiting for score updates. Returning 1.
06-28 18:33:17.405  3093  4653 I NetRec  : [5636] ahtr.a: Still entries pending update, scheduling new rapid_refresh_scores_task refresh.
06-28 18:33:17.409  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.413  3093  4653 I NetRec  : [5636] ahtr.a: Completed rapid_refresh_scores_task score refresh task in 2300 ms, returning 1
06-28 18:33:17.418  1114 10297 V BroadcastQueue: Finished with ordered broadcast BroadcastRecord{e222ba6 u0 com.google.android.gms.gcm.ACTION_SCHEDULE}
06-28 18:33:17.425  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.441  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.443  3093 32368 D WorkSource: Insert in WorkSource{} @ 0 uid 10021 name com.google.android.gms
06-28 18:33:17.445  1114  9173 W HwAlarmManagerService: isContainsAppUidInWorksource-->happend NameNotFoundException
06-28 18:33:17.445  1114  9173 W HwAlarmManagerService: isContainsAppUidInWorksource-->happend NameNotFoundException
06-28 18:33:17.458  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.473  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.490  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.506  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.522  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.540  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.556  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.574  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.589  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.606  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.623  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.639  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.656  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.672  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.689  4482  4537 D         : addLayerName, tid:4537
06-28 18:33:17.705  4482  4537 D         : addLayerName, tid:4537
